Title,Summary,Date,Source URL,Article URL,Document_Type,Product_Type,Countries,Regions,Drug_names,Language,Source_File,title_english,summary_english,Detail_URL,Source_URL,Article_URL
Pilot GMP Single Inspection Program,"Launch of a pilot Single Inspection Program, a global approach to GMP inspections of third country manufacturers. Health Canada, the Therapeutic Goods Administration (TGA) and the Medicines & Healthcare products Regulatory Agency (MHRA), all members of the Pharmaceutical Inspection Co-operation Scheme …",20/02/2024,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2024/02/20/15076/,Other Type,Other,Canada,North America,None,English,MHRA.xlsx,None,None,None,None,None
Pharmacovigilance unravelled: highlights of the 2024 MHRA GPvP Symposium,"The world of GPvP is highly regulated, but the 2024 GPvP symposium showcased how regulation, collaboration and innovation can work together to enhance compliance, provide opportunities for better ways of working, and improve patient lives. The Symposium welcomed over five …",04/04/2024,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2024/04/04/pharmacovigilance-unravelled-highlights-of-the-2024-mhra-gpvp-symposium/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
DSUR Submissions and Fees are Changing from 1 June 2024,February 2025: We have updated some details in this blog post to reflect changes to the payment system and annual progress reports (APRs). The process for submitting Annual Safety Reports (ASRs) for Clinical Trials of Investigational Medicinal Products (CTIMP) to the …,04/04/2024,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2024/04/04/dsur-submissions-and-fees-are-changing-from-1-june-2024/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Public Consultation on the International Council for Harmonisation ICH E6 (R3) Guideline for Good Clinical Practice Annex-2,"As a GCP Inspector at the UK Medicines and Healthcare products Regulatory Agency (MHRA), I thought it would be useful to inform you that Annex 2 of the International Council for Harmonisation (ICH) E6 Good Clinical Practice (GCP) Guideline has …",15/11/2024,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2024/11/15/public-consultation-on-the-international-council-for-harmonisation-ich-e6-r3-guideline-for-good-clinical-practice-annex-2/,Directive,Other,"Global, United Kingdom","Global, Northern Europe",None,English,MHRA.xlsx,None,None,None,None,None
MHRA Good Clinical and Laboratory Practice Symposia (11 and 12 February 2025),Come and join the next MHRA Symposia in February 2025 and hear the latest on Good Clinical Practice (GCP) and Good Laboratory Practice (GLP) in the UK from MHRA inspectors and regulators. Registration is available on the dedicated symposia website for in-person …,10/01/2025,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2025/01/10/mhra-good-clinical-and-laboratory-practice-symposia-11-and-12-february-2025/,Other Type,Other,United Kingdom,Northern Europe,None,English,MHRA.xlsx,None,None,None,None,None
GMP & GDP Certificates: Validity Period Extended,"Following the end of the COVID-19 public health emergency declared by WHO in May 2023[1], on-site GMP and GDP inspections were restarted after being postponed or carried out remotely during the pandemic.  A number of postponed inspections still need to …",11/12/2023,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2023/12/11/gmp-gdp-certificates-validity-period-extended/,Other Type,Vaccine,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Guidance updates on to how to notify the MHRA of changes to the PV System,Amendments to the guidance on the MHRA website stipulating changes to the way updates to a MAH’s PV system should be notified to the MHRA have been published. The changes aim to make administration burden less for both MAHs and …,29/01/2024,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2024/01/29/guidance-updates-on-to-how-to-notify-the-mhra-of-changes-to-the-pv-system/,Amendment,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
MHRA Pharmacovigilance Symposium 2024,Join this unique one-day Symposium on 28 February 2024 and hear the latest on Good Pharmacovigilance Practice (GPvP) in the UK from MHRA inspectors and regulators. Registration is available on the GPvP Symposium website for in-person attendance in West London …,12/02/2024,https://mhrainspectorate.blog.gov.uk/,https://mhrainspectorate.blog.gov.uk/2024/02/12/mhra-pharmacovigilance-symposium-2024/,Other Type,Other,United Kingdom,Northern Europe,None,English,MHRA.xlsx,None,None,None,None,None
We’re Hiring - meet some of the Inspectors in Compliance Team 1,We are currently recruiting for a Good Clinical Practice (GCP) Inspector and a Good Pharmacovigilance Practice (GPvP) Inspector in Compliance Team 1. We are passionate about reaching a diverse pool of candidates from a variety of backgrounds. In this blog …,08/11/2023,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2023/11/08/were-hiring-meet-some-of-the-inspectors-in-compliance-team-1/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
MHRA Good Distribution Practice Symposium 2023,"The first hybrid GMDP Symposium was held on 21-22 February 2023. For the first time, we offered delegates the opportunity to either watch the event online from the comfort of their homes or to join us in person in West …",02/05/2023,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2023/05/02/mhra-good-distribution-practice-symposium-2023/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
MHRA Good Manufacturing Practice Symposium 2023,"I write this blog post just after returning from the 2023 MHRA GMP Symposium in London. It has been more than two years since we held our last event virtually, and over three years since we were face-to-face for the …",02/05/2023,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2023/05/02/mhra-good-manufacturing-practice-symposium-2023/,Other Type,Other,United Kingdom,Northern Europe,None,English,MHRA.xlsx,None,None,None,None,None
ICH E6(R3) Good Clinical Practice guidance - Step 2 Public Consultation,"The International Council for Harmonisation (ICH) Expert Working Group for ICH E6(R3) (EWG) has been updating the ICH E6(R2) Good Clinical Practice (GCP) guideline. The E6(R3) overarching principles, Annex 1, Glossary and 3 Appendices will replace the current E6(R2). These …",02/05/2023,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2023/05/02/ich-e6r3-good-clinical-practice-guidance-step-2-public-consultation/,Directive,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
ICH E6 (R3) Good Clinical Practice,"As a Lead Senior GCP Inspector at the UK Medicines and Healthcare products Regulatory Agency (MHRA), I thought it would be useful to write about the changes to the International Council for Harmonisation (ICH) E6 Good Clinical Practice (GCP) Guideline …",26/05/2023,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2023/05/26/ich-e6-r3-good-clinical-practice/,Directive,Other,"Global, United Kingdom","Global, Northern Europe",None,English,MHRA.xlsx,None,None,None,None,None
Decommission of eSUSAR,"The MHRA is retiring the eSUSAR website in favour for Individual Case Safety Reports (ICSR) Submissions - providing users a more robust, stringent, and transparent way of expediting suspected unexpected serious adverse drug reactions (SUSARs) from Clinical Trials of Investigational …",03/08/2022,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2022/08/03/decommission-of-esusar/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Supply Chain webinar: recording now available,A link to the MHRA webinar of 13 August 2021 and updated information addressing some key questions received during this webinar,30/09/2021,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2021/09/30/supply-chain-webinar-recording-now-available/,Form,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Pharmacovigilance Inspection Metrics April 2020 to March 2021,The MHRA GPvP Inspection Metrics report for the period April 2020 to March 2021 is now available. Read the full metrics report published on GOV.UK. We hope that the report is informative and useful for considering compliance and improvements within …,10/01/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/01/10/pharmacovigilance-inspection-metrics-april-2020-to-march-2021/,Form,Other,United Kingdom,Northern Europe,None,English,MHRA.xlsx,None,None,None,None,None
Public Consultation on new Clinical Trials Legislation,"The MHRA has launched an  8-week public consultation on proposals for legislative changes for clinical trials. Following the UK’s exit from the European Union, the Medicines and Medical Devices Act allows us the opportunity to update our current legislation in relation …",01/02/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/02/01/public-consultation-on-new-clinical-trials-legislation/,Law,Medical Device,"United Kingdom, European Union","Northern Europe, European Union",None,English,MHRA.xlsx,None,None,None,None,None
Regulator’s experience of clinical trials during the Covid-19 pandemic (Part 1) – our initial response,"The Covid-19 pandemic has been a challenging time for all of us and in this three-part blog series, we reflect on what we have learnt and how we move forward to implement those learnings for the benefit of the UK …",08/02/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/02/08/regulators-experience-of-clinical-trials-during-the-covid-19-pandemic-part-1-our-initial-response/,Other Type,Vaccine,United Kingdom,Northern Europe,None,English,MHRA.xlsx,None,None,None,None,None
"New year, new standards for investigational medicines","New GMP requirements from 31 January 2022 Monday 31 January 2022 saw the Clinical Trial regulation (CTR) come into force in the European Union, and with it, the Commission guidelines on good manufacturing practice for investigational medicinal products for human …",10/02/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/02/10/new-year-new-standards-for-investigational-medicines/,Directive,Other,European Union,European Union,None,English,MHRA.xlsx,None,None,None,None,None
Regulator’s experience of clinical trials during the Covid-19 pandemic (Part 2) – what we have learned,"In part one of this series, we explored as an introduction how we initially responded to the Covid-19 pandemic to move faster in the set-up and approval of clinical trials. Now we look at the unprecedented challenges we faced in …",14/02/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/02/14/regulators-experience-of-clinical-trials-during-the-covid-19-pandemic-part-2-what-we-have-learned/,Other Type,Vaccine,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Regulators’ experience of clinical trials during the Covid-19 pandemic (Part 3) – looking forward,"In parts one and two of this series, we looked at how we responded to the unprecedented challenges the COVID-19 pandemic and the lessons we have learned. In this final part, we explore the challenges ahead. Remote access to EHRs …",18/02/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/02/18/regulators-experience-of-clinical-trials-during-the-covid-19-pandemic-part-3-looking-forward/,Other Type,Vaccine,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
MHRA Good Practice Symposia Week (7 to 11 March 2022),"From Monday 7 to Friday 11 March 2022, the MHRA will be hosting a week-long series of events as part of the Good Practice Symposia Week.  The week will include individual events from GCP, GLP and GPvP Inspectorates.  Due to …",24/02/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/02/24/mhra-good-practice-symposia-week-7-to-11-march-2022/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Compliance Monitor process (Part 1) – An introduction,This is the first part of a two-part blog series on the Compliance Monitor process which is being piloted by the MHRA from April 2022. The MHRA has a history of implementing risk-based inspection practices: 2009: The risk-based inspection programme …,11/03/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/03/11/compliance-monitor-process-part-1-an-introduction/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Compliance Monitor Process (Part 2)– CM role and application process,"This is the second part a two-part blog series on the Compliance Monitor Process which is being piloted by the MHRA from April 2022. As outlined in the first part of this blog, the MHRA is starting a pilot in …",10/05/2022,https://mhrainspectorate.blog.gov.uk/page/3/,https://mhrainspectorate.blog.gov.uk/2022/05/10/compliance-monitor-process-part-2-cm-role-and-application-process/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
"Innovation, Quality & Transparency – a Compliance Team 1 Perspective",There has been much discussion of late between regulators and industry on how we can ensure that patients and the public get new medicines as quickly as possible - all the way from development to regulatory approval - while still …,23/08/2022,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2022/08/23/innovation-quality-transparency-a-compliance-team-1-perspective/,Other Type,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Return to International GMP Inspections,In March 2020 the MHRA Inspectorate published a blog post in which we announced that until further notice we would only conduct on-site inspections linked to the UK Government’s COVID-19 response or any other potential serious public health risk. In …,08/11/2022,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2022/11/08/return-to-international-gmp-inspections/,Information Note,Vaccine,"Global, United Kingdom","Global, Northern Europe",None,English,MHRA.xlsx,None,None,None,None,None
MHRA Process for approving Manufacturing Authorisations or API Registrations in relation to unlicensed Cannabis-Based Products for Medicinal Use,Several companies have contacted the MHRA regarding cannabis-based products for medicinal use. This blog provides information on what authorisations are required in order to manufacture within this sector of the pharmaceutical industry. For an overview of unlicensed Cannabis-Based Products for …,16/11/2022,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2022/11/16/mhra-process-for-approving-manufacturing-authorisations-or-api-registrations-in-relation-to-unlicensed-cannabis-based-products-for-medicinal-use/,Order,Drug Substance,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
Manufacture of Investigational Medicinal Products – Frequently Asked Questions,"GMP and GCP Inspectors work closely with MHRA Clinical Trials and regularly provide support to help answer a wide range of stakeholder queries which relate to the manufacture, import, labelling, licencing requirements and general handling of Investigational Medicinal Products (IMPs). …",03/02/2023,https://mhrainspectorate.blog.gov.uk/page/2/,https://mhrainspectorate.blog.gov.uk/2023/02/03/manufacture-of-investigational-medicinal-products-frequently-asked-questions/,Q&A,Other,Global,Global,None,English,MHRA.xlsx,None,None,None,None,None
MHRA outlines intent to speed up patient access to innovative medical devices,Statement of Policy Intent sets out initial thinking on a new Early Access service to help patients benefit sooner from innovative medical devices that address unmet clinical needs.,31/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mhra-outlines-intent-to-speed-up-patient-access-to-innovative-medical-devices,Directive,Small Molecule,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA CEO Lawrence Tallon welcomes Life Sciences Sector Plan,The Life Sciences Sector plan was released today (16 July 2025),16/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mhra-ceo-lawrence-tallon-welcomes-life-sciences-sector-plan,Law,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Five non-executive directors reappointed to the Medicines and Healthcare products Regulatory Agency Board,"Two board members have been reappointed for two years, while three others have had their term extended by a year.",17/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/five-non-executive-directors-reappointed-to-the-medicines-and-healthcare-products-regulatory-agency-board,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves adrenaline nasal spray - the first needle-free emergency treatment for anaphylaxis in the UK,"The Medicines and Healthcare products Regulatory Agency (MHRA) has today, 18 July 2025, approved adrenaline (epinephrine) nasal spray (EURneffy) to be used for the emergency treatment of serious allergic reactions, known as …",18/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mhra-approves-adrenaline-nasal-spray-the-first-needle-free-emergency-treatment-for-anaphylaxis-in-the-uk,Other Type,Other,United Kingdom,Northern Europe,"eurneffy, epinephrine",English,MHRANews.xlsx,None,None,None,None,None
"MHRA’s 2024–25 Annual Report and Accounts and Impact Report show progress on safety, innovation, and regulatory excellence","The Medicines and Healthcare products Regulatory Agency (MHRA) has published its 2024–25 Annual Report and Accounts, and accompanying Impact Report.",21/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mhras-2024-25-annual-report-and-accounts-and-impact-report-show-progress-on-safety-innovation-and-regulatory-excellence,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
The MHRA and the global flu vaccine: How the UK is helping shape the world’s flu vaccine,"Ensuring the seasonal flu vaccine is ready, safe and effective involves months of international planning, testing and collaboration",22/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/the-mhra-and-the-global-flu-vaccine-how-the-uk-is-helping-shape-the-worlds-flu-vaccine,Other Type,Vaccine,"United Kingdom, Global","Northern Europe, Global",None,English,MHRANews.xlsx,None,None,None,None,None
MHRA announces proposals to improve access to world’s best medical devices for patients and to boost economic growth in Britain’s med tech sector,The MHRA has now published the government’s response to its public consultation on future routes to market for medical devices - designed to modernise regulation,22/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mhra-announces-proposals-to-improve-access-to-worlds-best-medical-devices-for-patients-and-to-boost-economic-growth-in-britains-med-tech-sector,Consultation,Small Molecule,United Kingdom,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
"Cutting-edge personalised treatments, made while you wait, will deliver specialised care to patients more quickly",New regulations effective today will make it faster and easier for cutting-edge cancer treatments and personalised gene therapies to be made right where patients are treated.,23/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/cutting-edge-personalised-treatments-made-while-you-wait-will-deliver-specialised-care-to-patients-more-quickly,Other Type,Drug Substance,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Summer ready: MHRA issues updated guidance on medicines and medical devices during holiday season,As the UK enters the heart of summer – with temperatures rising and families holidaying – the Medicines and Healthcare products Regulatory Agency (MHRA) is reinforcing essential safety advice for anyone using medicines or me…,23/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/summer-ready-mhra-issues-updated-guidance-on-medicines-and-medical-devices-during-holiday-season,Instructions,Medical Device,United Kingdom,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
Yellow Card centre launched in Northern Ireland to strengthen patient safety,A new regional centre to promote Yellow Card reporting has been launched in Belfast today.,24/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/yellow-card-centre-launched-in-northern-ireland-to-strengthen-patient-safety,Other Type,Other,Ireland,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
Tofersen approved by the MHRA to treat rare inherited form of motor neurone disease,New genetic therapy approved for SOD1-ALS brings targeted treatment option to patients in the UK,28/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/tofersen-approved-by-the-mhra-to-treat-rare-inherited-form-of-motor-neurone-disease,Form,Other,United Kingdom,Northern Europe,tofersen,English,MHRANews.xlsx,None,None,None,None,None
"Mirvetuximab soravtansine approved to treat adult patients who have ovarian, fallopian tube or primary peritoneal cancer","The approval is supported by a study involving 453 adults with advanced platinum-resistant cancers of the ovary, fallopian tubes and the peritoneum that were FRα positive",28/07/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mirvetuximab-soravtansine-approved-to-treat-adult-patients-who-have-ovarian-fallopian-tube-or-primary-peritoneal-cancer,Other Type,Biological,Global,Global,mirvetuximab soravtansine,English,MHRANews.xlsx,None,None,None,None,None
MHRA seizes 7.7 million doses of illegal medicines and removes hundreds of illegal online listings as part of Operation Pangea,"Operation Pangea brings together health regulators, customs authorities, law enforcement agencies, and private sector partners to tackle the threat posed by global criminal networks",25/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/mhra-seizes-77-million-doses-of-illegal-medicines-and-removes-hundreds-of-illegal-online-listings-as-part-of-operation-pangea,Law,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
"If you take a GLP-1 medicine and have been hospitalised by acute pancreatitis, the Yellow Card Biobank wants to hear from you","GLP-1 medicines are licensed for Type 2 diabetes and weight management, and include the branded products Ozempic, Mounjaro and Wegovy",26/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/if-you-take-a-glp-1-medicine-and-have-been-hospitalised-by-acute-pancreatitis-the-yellow-card-biobank-wants-to-hear-from-you,Other Type,Other,Global,Global,"wegovy, ozempic, mounjaro",English,MHRANews.xlsx,None,None,None,None,None
"AI Airlock, CERSIs and a new global AI network for health regulators","Med Tech Regs blog, June 2025: A focus on Software and AI.",27/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=1,https://www.gov.uk/government/news/ai-airlock-cersis-and-a-new-global-ai-network-for-health-regulators,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves first UK treatment for congenital thrombotic thrombocytopenic purpura (cTTP),"As with all products, the MHRA will keep its safety under close review.",12/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-approves-first-uk-treatment-for-congenital-thrombotic-thrombocytopenic-purpura-cttp,Other Type,Other,United Kingdom,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
Dame June Raine: How innovations are transforming regulation and speeding new treatments to healthcare,"As Dame June Raine gets ready to pass the baton on after nearly 40 years at the agency, the last five of which she has been CEO, she reflects on how new innovations are transforming regulation and how honoured she feels to h…",31/03/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/dame-june-raine-how-innovations-are-transforming-regulation-and-speeding-new-treatments-to-healthcare,Form,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Lawrence Tallon begins role as new MHRA CEO,Lawrence Tallon today (1 April 2025) begins his role as Chief Executive Officer of the Medicines and Healthcare products Regulatory Agency (MHRA).,01/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/lawrence-tallon-begins-role-as-new-mhra-ceo,Law,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA showcases next phase of regulatory science to bring innovative treatments to patients sooner,"Seven new CERSIs came together to showcase how partnerships will modernise regulation in AI, clinical trials, and advanced therapies, bringing innovations to patients sooner.",01/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/mhra-showcases-next-phase-of-regulatory-science-to-bring-innovative-treatments-to-patients-sooner,Other Type,Drug Substance,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Eplontersen approved to treat adults with rare inherited nerve disease or polyneuropathy,"The Medicines and Healthcare products Regulatory Agency (MHRA) has approved eplontersen (Wainzua) to treat adults with polyneuropathy associated with hereditary transthyretin amyloidosis (ATTRv), which is a rare progressive …",04/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/eplontersen-approved-to-treat-adults-with-rare-inherited-nerve-disease-or-polyneuropathy,Other Type,Other,Global,Global,"transthyretin, wainzua",English,MHRANews.xlsx,None,None,None,None,None
Trastuzumab deruxtecan approved to treat adults with HER2-positive cancer that has spread or cannot be removed by surgery,"As with all products, the MHRA will keep its safety under close review.",09/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/trastuzumab-deruxtecan-approved-to-treat-adults-with-her2-positive-cancer-that-has-spread-or-cannot-be-removed-by-surgery,Other Type,Biological,Global,Global,"trastuzumab deruxtecan, trastuzumab",English,MHRANews.xlsx,None,None,None,None,None
World Health Organization confirms MHRA to continue playing vital role in ensuring the quality of global biological medicines,The World Health Organization (WHO) has confirmed the successful redesignation of the Medicines and Healthcare products Regulatory Agency (MHRA)’s Science and Research group as one of its Collaborating Centres for the Standa…,09/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/world-health-organization-confirms-mhra-to-continue-playing-vital-role-in-ensuring-the-quality-of-global-biological-medicines,Other Type,Biological,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
First-ever MHRA analysis of UK clinical trial applications finds new opportunities to drive medical breakthroughs for patients,New analysis of the current clinical trial landscape in the UK shows clear opportunities to shape the future of medical research and patient care.,10/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/first-ever-mhra-analysis-of-uk-clinical-trial-applications-finds-new-opportunities-to-drive-medical-breakthroughs-for-patients,Other Type,Other,United Kingdom,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
Clinical Trials regulations signed into law,12-month roll-out begins today for the biggest regulatory shake up of clinical trials in 20 years,11/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/clinical-trials-regulations-signed-into-law,Law,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Professor Claire Stewart  appointed to  the Commission on Human Medicines as three members reappointed,The appointment will involve a time commitment of 22 days per year. Remuneration for the role will be at a rate of £325 per attendance and preparation for meetings.,17/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/professor-claire-stewart-appointed-to-the-commission-on-human-medicines-as-three-members-reappointed,EPAR,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Patients urged to check packs of blood pressure medicine lercanidipine after labelling error,"Patients who take the common blood pressure medicine Lercanidipine HCI 20mg tablets (lercanidipine hydrochloride) from the manufacturer Recordati Pharmaceuticals Limited, should, as a precautionary measure, urgently check if…",17/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/patients-urged-to-check-packs-of-blood-pressure-medicine-lercanidipine-after-labelling-error,Other Type,Drug Product,Global,Global,lercanidipine,English,MHRANews.xlsx,None,None,None,None,None
Marstacimab approved to treat patients aged 12 years and above (weighing at least 35 kg) with haemophilia A or B,"As with all products, the MHRA will keep its safety under close review.",22/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/marstacimab-approved-to-treat-patients-aged-12-years-and-above-weighing-at-least-35-kg-with-haemophilia-a-or-b,Other Type,Biological,Global,Global,marstacimab,English,MHRANews.xlsx,None,None,None,None,None
"MHRA approves first UK treatment for Friedreich’s ataxia, omaveloxolone","As with all products, we will keep its safety under close review.",23/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/mhra-approves-first-uk-treatment-for-friedreichs-ataxia-omaveloxolone,Other Type,Other,United Kingdom,Northern Europe,omaveloxolone,English,MHRANews.xlsx,None,None,None,None,None
